sclaim_number,sjob_no,dtpaid,cpaid_parts,cpaid_labor,cpaid_sublet,cpaid_other,cpaid_deductible,cclaim_taxes,claim_total,spayee_state,dtclaim_paid_date,Cause_of_Loss,Loss_Code,Claim_State,Coverage_Type,Date_Claim_is_Reported,Date_of_Loss,Make,Mileage_At_Claim,Model,Model_Year,Repair_Description
C000020424      ,A01 ,2/2/2022 0:00,2771.94,337.41,0,0,-200,0,"$2,909.35 ",OR,2/2/2022 0:00,Tech verified concern reboots every 45 seconds no soft ware updates made changes,ELEX40  ,OR,ELEX40  ,1/19/2022,1/14/2022,PORSCHE,19821,CAYMAN GT4,2016,Radio / Nav / MMI                                           
C000021676      ,A01 ,3/18/2022 0:00,62.39,279.09,0,0,-200,0,$141.48 ,OR,3/18/2022 0:00,Tech verified concern faulty temp sensor pin point test has power no external no contamination no codes present.,ELEX    ,OR,ELEX    ,3/9/2022,3/9/2022,BMW,65085,M3,2013,X-Misc Non-Excluded Electrical Components                   
C000018487      ,A01 ,10/28/2021 0:00,0,0,0,95,0,0,$95.00 ,TX,10/28/2021 0:00,"small cam plug on driver side cyl head leaking.
codes p0029900 boost pressure of turbo on pass side is insuf. or low.  can see at low rpm boost is low.  rev up becomes normal.  no leaks.
11/4 figured out that there oil getting into vacuum system on left turbo and its causing waste gate to hang up. The actual failure is the oil getting to waste gate they can try and clean it out.",EN001F  ,OR,EN001F  ,10/15/2021,10/13/2021,MERCEDES-BENZ,94257,S 550 4MATIC,2013,Internal Lubricated Component(s)                            
C000018487      ,A01 ,11/22/2021 0:00,3.9,210,0,0,-200,0,$13.90 ,OR,11/22/2021 0:00,"small cam plug on driver side cyl head leaking.
codes p0029900 boost pressure of turbo on pass side is insuf. or low.  can see at low rpm boost is low.  rev up becomes normal.  no leaks.
11/4 figured out that there oil getting into vacuum system on left turbo and its causing waste gate to hang up. The actual failure is the oil getting to waste gate they can try and clean it out.",EN001F  ,OR,EN001F  ,10/15/2021,10/13/2021,MERCEDES-BENZ,94257,S 550 4MATIC,2013,Internal Lubricated Component(s)                            
C000018487      ,A03 ,11/22/2021 0:00,673.1,434,0,0,0,0,"$1,107.10 ",OR,11/22/2021 0:00,"small cam plug on driver side cyl head leaking.
codes p0029900 boost pressure of turbo on pass side is insuf. or low.  can see at low rpm boost is low.  rev up becomes normal.  no leaks.
11/4 figured out that there oil getting into vacuum system on left turbo and its causing waste gate to hang up. The actual failure is the oil getting to waste gate they can try and clean it out.",ENEX    ,OR,ENEX    ,10/15/2021,10/13/2021,MERCEDES-BENZ,94257,S 550 4MATIC,2013,X-Misc Non-Excluded Engine Components                       
C000020360      ,A01 ,1/27/2022 0:00,371.64,1260,0,0,-200,0,"$1,431.64 ",OR,1/27/2022 0:00,"the left side valve cover leaking.  visual
1/24 hoses and vent lines need replaced as part of the job",ENSG08  ,OR,ENSG08  ,1/18/2022,1/13/2022,MERCEDES-BENZ,94837,S 550 4MATIC,2013,S&G - Valve Cover Gasket(s)                                 
C000019250      ,A01 ,12/15/2021 0:00,0,0,0,95,0,0,$95.00 ,TX,12/15/2021 0:00,"Tech verified concern. running GFI vehicle scan, found faults in 1,2,3 misfire, Removed spark plugs and swapped them around and misfire stayed with cyl 3. performed a leak down test, 5% leak down in spec
removed valve covers all looked good. Performed a compression test and found no compression on cyl 3, used a borescope was and found intake valve on intake to be stuck open in cyl 3.
on further inspection tech found broken intake valve spring on cyl number 3
suspension bushing found cracking during inspection left lower guide link bushings
12/2 called in and found a broken valve spring and no dame to the valve.",EN003   ,OR,EN003   ,11/22/2021,11/11/2021,AUDI,61469,A8 QUATTRO,2015,Cylinder Head(s)                                            
C000019250      ,A01 ,12/21/2021 0:00,0,0,0,0,-200,0,($200.00),OR,12/21/2021 0:00,"Tech verified concern. running GFI vehicle scan, found faults in 1,2,3 misfire, Removed spark plugs and swapped them around and misfire stayed with cyl 3. performed a leak down test, 5% leak down in spec
removed valve covers all looked good. Performed a compression test and found no compression on cyl 3, used a borescope was and found intake valve on intake to be stuck open in cyl 3.
on further inspection tech found broken intake valve spring on cyl number 3
suspension bushing found cracking during inspection left lower guide link bushings
12/2 called in and found a broken valve spring and no dame to the valve.",EN003   ,OR,EN003   ,11/22/2021,11/11/2021,AUDI,61469,A8 QUATTRO,2015,Cylinder Head(s)                                            
C000019250      ,A02 ,12/21/2021 0:00,490.77,2530.69,0,0,0,0,"$3,021.46 ",OR,12/21/2021 0:00,"Tech verified concern. running GFI vehicle scan, found faults in 1,2,3 misfire, Removed spark plugs and swapped them around and misfire stayed with cyl 3. performed a leak down test, 5% leak down in spec
removed valve covers all looked good. Performed a compression test and found no compression on cyl 3, used a borescope was and found intake valve on intake to be stuck open in cyl 3.
on further inspection tech found broken intake valve spring on cyl number 3
suspension bushing found cracking during inspection left lower guide link bushings
12/2 called in and found a broken valve spring and no dame to the valve.",EN001F  ,OR,EN001F  ,11/22/2021,11/11/2021,AUDI,61469,A8 QUATTRO,2015,Internal Lubricated Component(s)                            
C000019250      ,A03 ,12/21/2021 0:00,248.26,474.5,0,0,0,0,$722.76 ,OR,12/21/2021 0:00,"Tech verified concern. running GFI vehicle scan, found faults in 1,2,3 misfire, Removed spark plugs and swapped them around and misfire stayed with cyl 3. performed a leak down test, 5% leak down in spec
removed valve covers all looked good. Performed a compression test and found no compression on cyl 3, used a borescope was and found intake valve on intake to be stuck open in cyl 3.
on further inspection tech found broken intake valve spring on cyl number 3
suspension bushing found cracking during inspection left lower guide link bushings
12/2 called in and found a broken valve spring and no dame to the valve.",SU002B  ,OR,SU002B  ,11/22/2021,11/11/2021,AUDI,61469,A8 QUATTRO,2015,Control Arm  Bushings                                       
C000020455      ,A01 ,1/28/2022 0:00,574.08,874.8,0,0,-200,0,"$1,248.88 ",OR,1/28/2022 0:00,"Tech found vc gasket area leaks to a drip- tech states the vc is cracked by the pcv, upper radiator hoses are leaking-, tech also found oil leaking pan gasket",ENEX07  ,OR,ENEX07  ,1/19/2022,1/18/2022,BMW,67023,335 I,2014,Valve Cover(s)                                              
C000020455      ,A01 ,2/3/2022 0:00,0,0,0,95,0,0,$95.00 ,TX,2/3/2022 0:00,"Tech found vc gasket area leaks to a drip- tech states the vc is cracked by the pcv, upper radiator hoses are leaking-, tech also found oil leaking pan gasket",ENEX07  ,OR,ENEX07  ,1/19/2022,1/18/2022,BMW,67023,335 I,2014,Valve Cover(s)                                              
C000015373      ,A01 ,5/11/2021 0:00,106.4,424.83,0,0,-200,0,$331.23 ,OR,5/11/2021 0:00,valve cover gaskets are leaking,ENSG    ,OR,ENSG    ,5/3/2021,5/3/2021,AUDI,50753,S5 PREMIUM PLUS,2014,S&G - Misc Engine Seals & Gaskets                           
C000019483      ,A01 ,12/15/2021 0:00,291.75,258.4,0,100,-200,0,$450.15 ,MT,12/15/2021 0:00,Faulty Alternator,EL001   ,OR,EL001   ,12/3/2021,12/3/2021,ACURA,89000,MDX ADVANCE,2012,Alternator                                                  
C000016222      ,A01 ,6/23/2021 0:00,29.35,387.07,0,0,-50,0,$366.42 ,OR,6/23/2021 0:00,Verified code p0456 purge solenoid stuck open confirmed with pin point test and dropping fuel level below 90%,FUEX02  ,OR,FUEX02  ,6/16/2021,6/16/2021,RAM,80434,1500 ST,2016,Emissions Components                                        
C000019636      ,A02 ,12/21/2021 0:00,0,0,0,33,0,0,$33.00 ,TX,12/21/2021 0:00,,ZBRAB100,OR,ZBRAB100,12/10/2021,11/1/2021,JEEP,100,RENEGADE LATITUDE,2016,RA-Jump Start($100 Maximum)                                 
C000019166      ,A01 ,11/29/2021 0:00,1740,381.6,0,0,-100,104.4,"$2,126.00 ",ID,11/29/2021 0:00,scanned codes to find p003a turbo actuator exceeded limits,FUTC1   ,OR,FUTC1   ,11/17/2021,11/16/2021,RAM,69512,2500 SLT,2016,Turbocharger                                                
C000019166      ,A01 ,1/10/2022 0:00,0,0,0,95,0,0,$95.00 ,TX,1/10/2022 0:00,scanned codes to find p003a turbo actuator exceeded limits,FUTC1   ,OR,FUTC1   ,11/17/2021,11/16/2021,RAM,69512,2500 SLT,2016,Turbocharger                                                
C000017874      ,A01 ,12/13/2021 0:00,1636.7,1696.48,0,0,-100,0,"$3,233.18 ",WA,12/13/2021 0:00,"pulled trans oil pan, found metal in oil pan
code for transmission shift sensor, no transmission leaks/seaps, fluid level good, simply contaminated with metal",TR001F  ,OR,TR001F  ,9/14/2021,9/14/2021,JEEP,56655,WRANGLER UNLIMITED RUBICON,2016,Internal Lubricated Component                               
C000016681      ,A01 ,7/20/2021 0:00,345,703.76,0,0,-50,0,$998.76 ,OR,7/20/2021 0:00,Tech verified concern no cold air verified leaking from the liquid line,ACEX05  ,OR,ACEX05  ,7/13/2021,7/12/2021,JEEP,67007,RENEGADE LATITUDE,2016,A/C Lines/Hoses                                             
C000014210      ,A01 ,11/29/2021 0:00,0,0,0,95,0,0,$95.00 ,TX,11/29/2021 0:00,the transmission has internal failure. Metal in the fluid condition is good. No leaks. maintenance due at 100k. Pan is pulled,TR001F  ,OR,TR001F  ,2/25/2021,2/22/2021,DODGE,60187,JOURNEY R/T,2016,Internal Lubricated Component                               
C000014210      ,A01 ,12/15/2021 0:00,2525,0,0,0,0,0,"$2,525.00 ",TX,12/15/2021 0:00,the transmission has internal failure. Metal in the fluid condition is good. No leaks. maintenance due at 100k. Pan is pulled,TR001F  ,OR,TR001F  ,2/25/2021,2/22/2021,DODGE,60187,JOURNEY R/T,2016,Internal Lubricated Component                               
C000014210      ,A01 ,1/13/2022 0:00,0,1260,0,0,-200,0,"$1,060.00 ",OR,1/13/2022 0:00,the transmission has internal failure. Metal in the fluid condition is good. No leaks. maintenance due at 100k. Pan is pulled,TR001F  ,OR,TR001F  ,2/25/2021,2/22/2021,DODGE,60187,JOURNEY R/T,2016,Internal Lubricated Component                               
C000020896      ,A01 ,2/14/2022 0:00,117.35,336,0,0,0,0,$453.35 ,OR,2/14/2022 0:00,"1 transmission pan is leaking, transmission pan is warped
bolt was broken prior to inspection at the point of warping",TRSG03  ,OR,TRSG03  ,2/8/2022,1/19/2022,DODGE,60211,JOURNEY R/T,2016,S&G - Fluid Pan Gasket/Seal                                 
C000015412      ,A01 ,6/29/2021 0:00,150.5,480,0,0,-200,0,$430.50 ,OR,6/29/2021 0:00,"left of l/p bkt front park sensor has internal short
TSB 08-103-18  for concern of shifter light on
upon doing repair on a road test backing out of stall sensor was going off no external damage to sensor removed another sensor from other side and noise went away rr parking sensor failure",ELEX    ,OR,ELEX    ,5/4/2021,5/4/2021,JEEP,50795,CHEROKEE TRAILHAWK,2017,X-Misc Non-Excluded Electrical Components                   
C000015412      ,A02 ,6/29/2021 0:00,16.7,300,0,0,0,0,$316.70 ,OR,6/29/2021 0:00,"left of l/p bkt front park sensor has internal short
TSB 08-103-18  for concern of shifter light on
upon doing repair on a road test backing out of stall sensor was going off no external damage to sensor removed another sensor from other side and noise went away rr parking sensor failure",ELEX01  ,OR,ELEX01  ,5/4/2021,5/4/2021,JEEP,50795,CHEROKEE TRAILHAWK,2017,Wiring Harness-Other (Exluding Engine and Transmission)     
C000014844      ,A01 ,5/17/2021 0:00,174,263.91,0,0,-50,0,$387.91 ,OR,5/17/2021 0:00,"auto rollup issue.  motor power / ground good.  master switch int fails
code b1295-12 b1298-12.  sensor 8 and 11 short to bat.  they followed during testing.  both sensors have failed",EL024M  ,OR,EL024M  ,4/2/2021,3/25/2021,RAM,44348,3500 SLT,2017,Power Window Switches                                       
C000014844      ,A02 ,5/17/2021 0:00,450,105.56,0,0,0,0,$555.56 ,OR,5/17/2021 0:00,"auto rollup issue.  motor power / ground good.  master switch int fails
code b1295-12 b1298-12.  sensor 8 and 11 short to bat.  they followed during testing.  both sensors have failed",ELEX    ,OR,ELEX    ,4/2/2021,3/25/2021,RAM,44348,3500 SLT,2017,X-Misc Non-Excluded Electrical Components                   
C000019750      ,A01 ,12/21/2021 0:00,26.8,132,0,0,-100,0,$58.80 ,OR,12/21/2021 0:00,Tech duplicated message found brake switch has a short,ELEX02  ,OR,ELEX02  ,12/15/2021,12/15/2021,CHRYSLER,59376,300 LIMITED,2017,Brake Light Switch                                          
C000015435      ,A01 ,6/1/2021 0:00,1197.2,1513.08,0,175,-50,0,"$2,835.28 ",OR,6/1/2021 0:00,"ticking noise coming from the valve covers. 
5/6 - compression is good.  approval from ch to take valve cover off.  lifters and tapits are failing.  noise coming out of both valve covers when scoped.",EN001F  ,OR,EN001F  ,5/5/2021,4/28/2021,DODGE,86347,JOURNEY SXT,2017,Internal Lubricated Component(s)                            
C000015435      ,A01 ,8/16/2021 0:00,0,0,0,95,0,0,$95.00 ,TX,8/16/2021 0:00,"ticking noise coming from the valve covers. 
5/6 - compression is good.  approval from ch to take valve cover off.  lifters and tapits are failing.  noise coming out of both valve covers when scoped.",EN001F  ,OR,EN001F  ,5/5/2021,4/28/2021,DODGE,86347,JOURNEY SXT,2017,Internal Lubricated Component(s)                            
C000021473      ,A01 ,3/16/2022 0:00,570.6,457.44,0,0,-50,0,$978.04 ,OR,3/16/2022 0:00,both front wheel bearing are worn and have play,SU017A  ,OR,SU017A  ,3/2/2022,2/16/2022,DODGE,99188,JOURNEY SXT,2017,Wheel Bearing(s)                                            
C000020303      ,A01 ,1/24/2022 0:00,54.35,513,0,0,-100,0,$467.35 ,OR,1/24/2022 0:00,"Tech verified concerns left axle shaft seal is leaking to a drip 
P&G from switch to door the door lock actuator is dead",DASG3M  ,OR,DASG3M  ,1/14/2022,1/14/2022,JEEP,32912,CHEROKEE SPORT,2017,S&G - Axle Seal(s)                                          
C000020303      ,A02 ,1/24/2022 0:00,172,337.5,0,0,0,0,$509.50 ,OR,1/24/2022 0:00,"Tech verified concerns left axle shaft seal is leaking to a drip 
P&G from switch to door the door lock actuator is dead",EL021M  ,OR,EL021M  ,1/14/2022,1/14/2022,JEEP,32912,CHEROKEE SPORT,2017,Power Door Lock Actuator(s)                                 
C000020774      ,A01 ,2/11/2022 0:00,0,0,0,95,0,0,$95.00 ,TX,2/11/2022 0:00,"CODE: P003a, P00af
turbo actuator, failed internally and shorted out. checked power and ground and attempted to recalibrate with no results",ENEX    ,OR,ENEX    ,2/2/2022,2/1/2022,RAM,72025,3500 LARAMIE,2017,X-Misc Non-Excluded Engine Components                       
C000020774      ,A01 ,4/4/2022 0:00,27.35,324,0,0,-100,0,$251.35 ,WA,4/4/2022 0:00,"CODE: P003a, P00af
turbo actuator, failed internally and shorted out. checked power and ground and attempted to recalibrate with no results",ENEX    ,OR,ENEX    ,2/2/2022,2/1/2022,RAM,72025,3500 LARAMIE,2017,X-Misc Non-Excluded Engine Components                       
C000020774      ,A01 ,4/12/2022 0:00,1347.95,0,0,0,0,0,"$1,347.95 ",VA,4/12/2022 0:00,"CODE: P003a, P00af
turbo actuator, failed internally and shorted out. checked power and ground and attempted to recalibrate with no results",ENEX    ,OR,ENEX    ,2/2/2022,2/1/2022,RAM,72025,3500 LARAMIE,2017,X-Misc Non-Excluded Engine Components                       
C000016428      ,A01 ,7/2/2021 0:00,135.27,301.25,0,0,-100,0,$336.52 ,OR,7/2/2021 0:00,"CODES P02181 COOLING SYS PERF. ENGINE COOLANT LOW AND CRACK IN LEFT RADIATOR TANK, WATER PUMP LEAKING AT GASKET.  HOSES ARE SWOLLEN.",CO007   ,OR,CO007   ,6/29/2021,6/21/2021,JEEP,170042,LIBERTY LIMITED,2007,Water Pump                                                  
C000016428      ,A02 ,7/2/2021 0:00,271.57,241,0,0,0,0,$512.57 ,OR,7/2/2021 0:00,"CODES P02181 COOLING SYS PERF. ENGINE COOLANT LOW AND CRACK IN LEFT RADIATOR TANK, WATER PUMP LEAKING AT GASKET.  HOSES ARE SWOLLEN.",CO006   ,OR,CO006   ,6/29/2021,6/21/2021,JEEP,170042,LIBERTY LIMITED,2007,Radiator                                                    
I000018942      ,A01 ,11/15/2021 0:00,223.39,310,0,0,0,0,$533.39 ,OR,11/15/2021 0:00,"TRANSMISSION CONTROL MODULE DTC P0711=TRANSMISSION
FLUID TEMPERATURE SENSOR PERFORMANCE. FOUND THE TEMP SENSOR IS NOT COMMUNICATING. DIAGNOSE FAULTY
TRANSMISSION FLUID TEMPERATURE SENSOR.",EL009   ,OR,EL009   ,11/8/2021,11/5/2021,CHEVROLET,64314,CAMARO LT,2016,Wiring Harness (Transmission)                               
